,date,NAMEENDT,SHRCD,EXCHCD,SICCD,NCUSIP,TICKER,COMNAM,TSYMBOL,NAICS,PRIMEXCH,TRDSTAT,SECSTAT,PERMCO,HEXCD,HSICCD,CUSIP,DLSTCD,NEXTDT,HSICMG,HSICIG,DISTCD,DIVAMT,FACPR,ACPERM,NWPERM,DLPRC,PRC,RET,SHROUT,CFACPR,OPENPRC,MARKETCAP,TAQ_TICKER,pNYSE_size,pNYSE_value,pNYSE_prof,pNYSE_dur,pNYSE_valprof,pNYSE_fscore,pNYSE_debtiss,pNYSE_repurch,pNYSE_nissa,pNYSE_accruals,pNYSE_growth,pNYSE_aturnover,pNYSE_gmargins,pNYSE_divp,pNYSE_ep,pNYSE_cfp,pNYSE_noa,pNYSE_inv,pNYSE_invcap,pNYSE_igrowth,pNYSE_sgrowth,pNYSE_lev,pNYSE_roaa,pNYSE_roea,pNYSE_sp,pNYSE_gltnoa,pNYSE_divg,pNYSE_invaci,pNYSE_mom,pNYSE_indmom,pNYSE_valmom,pNYSE_valmomprof,pNYSE_shortint,pNYSE_mom12,pNYSE_momrev,pNYSE_lrrev,pNYSE_valuem,pNYSE_nissm,pNYSE_sue,pNYSE_roe,pNYSE_rome,pNYSE_roa,pNYSE_strev,pNYSE_ivol,pNYSE_betaarb,pNYSE_season,pNYSE_indrrev,pNYSE_indrrevlv,pNYSE_indmomrev,pNYSE_ciss,pNYSE_price,pNYSE_age,pNYSE_shvol,pNYSE_exchsw,pNYSE_ipo
10001,20050718,,11,3,4920.0,29274A10,EWST,ENERGY WEST INC,EWST,221210.0,Q,A,R,7953,2,4925.0,36720410.0,,,49.0,492.0,,,,,,,8.956,0.035376,2913.0,1.5,8.89,26088.828,EWST,10.0,10.0,1.0,,5.0,1,1.0,1.0,1.0,1.0,9.0,7.0,1.0,10.0,1.0,7.0,5.0,3.0,10.0,10.0,10.0,9.0,1.0,1.0,10.0,1.0,1.0,,10.0,9.0,10.0,9.0,10.0,7.0,5.0,8.0,8.0,1.0,,10.0,10.0,9.0,1.0,1.0,10.0,7.0,2.0,,,7.0,1.0,5,4.0,10,1
10002,20050718,,11,3,6020.0,05978R10,BTFG,BANCTRUST FINANCIAL GROUP INC,BTFG,522110.0,Q,A,R,7954,3,6020.0,,,,60.0,602.0,,,,,,,19.43,-0.0167,11114.0,1.0,19.88,215945.02,BTFG,10.0,,,,,10,1.0,1.0,4.0,,,,,7.0,4.0,2.0,,,,,,10.0,2.0,4.0,1.0,,7.0,,3.0,4.0,,,9.0,6.0,5.0,4.0,,4.0,,4.0,5.0,2.0,8.0,2.0,10.0,5.0,7.0,,,4.0,3.0,5,10.0,10,1
10012,20050718,,11,3,3670.0,23326910,DPAC,D P A C TECHNOLOGIES CORP,DPAC,334413.0,Q,A,R,7969,3,3674.0,23326910.0,,,36.0,367.0,,,,,,,0.17,-0.105263,23745.0,1.0,0.19,4036.65,DPAC,10.0,4.0,6.0,7.0,4.0,1,10.0,1.0,7.0,10.0,10.0,8.0,3.0,,1.0,,10.0,10.0,1.0,8.0,10.0,2.0,,1.0,5.0,10.0,,,,6.0,,,10.0,1.0,10.0,10.0,10.0,7.0,,1.0,1.0,1.0,10.0,1.0,2.0,2.0,10.0,,,3.0,1.0,5,8.0,10,1
10025,20050718,,11,3,3070.0,00103110,AEPI,A E P INDUSTRIES INC,AEPI,326113.0,Q,A,R,7975,3,3081.0,103110.0,,,30.0,308.0,,,,,,,19.58,0.005133,8529.0,1.0,19.63,166997.82,AEPI,10.0,4.0,7.0,5.0,7.0,10,1.0,1.0,4.0,2.0,9.0,9.0,3.0,,2.0,10.0,,5.0,9.0,8.0,7.0,9.0,2.0,2.0,10.0,3.0,,,10.0,5.0,9.0,10.0,10.0,10.0,1.0,10.0,3.0,4.0,,1.0,1.0,1.0,3.0,3.0,10.0,4.0,3.0,,,4.0,3.0,5,9.0,10,1
10026,20050718,,11,3,2052.0,46603210,JJSF,J & J SNACK FOODS CORP,JJSF,311821.0,Q,A,R,7976,3,2052.0,46603210.0,,,20.0,205.0,,,,,,,54.06,0.004086,9074.0,2.0,53.98,490540.44,JJSF,9.0,6.0,9.0,6.0,10.0,10,10.0,1.0,5.0,2.0,3.0,8.0,7.0,,6.0,7.0,6.0,3.0,3.0,5.0,4.0,3.0,8.0,5.0,6.0,8.0,,,6.0,5.0,7.0,10.0,8.0,7.0,5.0,3.0,6.0,5.0,,3.0,3.0,6.0,3.0,6.0,8.0,3.0,2.0,1.0,2.0,2.0,9.0,5,9.0,10,1
10028,20050718,,11,3,5944.0,23323G10,DGSE,D G S E COMPANIES INC,DGSE,448310.0,Q,A,R,7978,2,5094.0,294020000000000.0,,,50.0,509.0,,,,,,,-2.49,-0.005988,4913.0,1.0,,-12233.37,DGSE,10.0,4.0,9.0,5.0,9.0,1,1.0,1.0,7.0,2.0,10.0,10.0,3.0,,5.0,2.0,3.0,8.0,10.0,4.0,6.0,3.0,7.0,5.0,9.0,1.0,,,,8.0,,,10.0,2.0,1.0,10.0,5.0,7.0,,2.0,5.0,,2.0,1.0,9.0,2.0,3.0,,,4.0,1.0,5,10.0,10,1
10032,20050718,,11,3,3670.0,72913210,PLXS,PLEXUS CORP,PLXS,334412.0,Q,A,R,7980,3,3670.0,72913210.0,,,36.0,367.0,,,,,,,14.47,-0.012287,43518.0,1.0,14.65,629705.46,PLXS,8.0,7.0,3.0,8.0,5.0,10,1.0,1.0,6.0,1.0,9.0,9.0,1.0,,1.0,,7.0,3.0,6.0,9.0,2.0,5.0,1.0,1.0,9.0,3.0,,,5.0,6.0,7.0,5.0,2.0,4.0,10.0,10.0,7.0,6.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,3.0,,,3.0,2.0,5,4.0,10,1
10042,20050718,,11,2,1041.0,13886930,CAU,CANYON RESOURCES CORP,CAU,212221.0,A,A,R,7990,2,1041.0,13886930.0,,,10.0,104.0,,,,,,,0.68,0.014925,34511.0,1.0,0.69,23467.48,CAU,10.0,5.0,1.0,7.0,1.0,1,10.0,1.0,1.0,10.0,10.0,2.0,1.0,,1.0,,,10.0,10.0,10.0,10.0,3.0,1.0,1.0,2.0,9.0,,,,1.0,,,10.0,1.0,10.0,1.0,8.0,1.0,,1.0,1.0,1.0,10.0,1.0,10.0,2.0,10.0,,,1.0,1.0,5,9.0,10,1
10044,20050718,,11,3,2060.0,77467840,RMCF,ROCKY MOUNTAIN CHOCOLATE FAC INC,RMCF,311330.0,Q,A,R,7992,3,2060.0,,,,20.0,206.0,,,,,,,25.3,0.018929,6187.0,1.05,25.02,156531.1,RMCF,10.0,1.0,8.0,2.0,3.0,10,10.0,10.0,2.0,10.0,4.0,7.0,7.0,,4.0,2.0,6.0,9.0,9.0,2.0,6.0,1.0,10.0,9.0,2.0,10.0,,,10.0,5.0,6.0,8.0,8.0,10.0,2.0,1.0,1.0,2.0,,9.0,3.0,10.0,1.0,1.0,10.0,6.0,1.0,,,6.0,4.0,5,3.0,10,1
10051,20050718,,11,1,3842.0,41043F20,HGR,HANGER ORTHOPEDIC GROUP INC,HGR,339113.0,N,A,R,7999,1,4813.0,,,,48.0,481.0,,,,,,,5.65,-0.008772,21509.0,1.0,5.65,121525.85,HGR,10.0,10.0,8.0,10.0,10.0,1,1.0,1.0,7.0,8.0,9.0,4.0,9.0,,1.0,,3.0,6.0,1.0,6.0,8.0,9.0,1.0,1.0,10.0,5.0,,,1.0,10.0,4.0,6.0,4.0,1.0,8.0,3.0,10.0,7.0,,2.0,4.0,2.0,8.0,3.0,9.0,7.0,9.0,,,2.0,1.0,5,5.0,10,1
10056,20050718,,11,3,6036.0,65163310,NMIL,NEWMIL BANCORP INC,NMIL,522120.0,Q,A,R,8005,3,6036.0,65163310.0,,,60.0,603.0,,,,,,,31.65,0.000632,4198.0,1.0,31.41,132866.7,NMIL,10.0,,,,,10,1.0,10.0,8.0,,,,,7.0,8.0,4.0,,,,,,10.0,3.0,8.0,2.0,,8.0,,5.0,4.0,,,10.0,5.0,7.0,2.0,,8.0,9.0,7.0,8.0,3.0,9.0,3.0,10.0,10.0,9.0,,,6.0,5.0,5,10.0,10,1
10078,20050718,,11,3,3570.0,86681010,SUNW,SUN MICROSYSTEMS INC,SUNW,334111.0,Q,A,R,8021,3,3571.0,86681020.0,,,35.0,357.0,,,,,,,3.69,-0.018617,3410000.0,0.25,3.75,12582900.0,SUNW,2.0,4.0,7.0,5.0,5.0,1,10.0,1.0,3.0,9.0,4.0,4.0,8.0,,1.0,1.0,10.0,8.0,7.0,10.0,10.0,4.0,1.0,1.0,4.0,10.0,,10.0,,4.0,,,9.0,2.0,8.0,10.0,6.0,3.0,8.0,1.0,2.0,1.0,9.0,4.0,1.0,2.0,7.0,,,7.0,1.0,5,2.0,10,1
10085,20050718,,11,1,6321.0,90273710,UCI,U I C I,UCI,524113.0,N,A,R,8029,1,6321.0,90273710.0,,,63.0,632.0,,,,,,,30.25,-0.002966,46142.0,1.0,30.28,1395795.5,UCI,6.0,,,,,10,1.0,10.0,8.0,,,,,,10.0,8.0,,,,,,7.0,7.0,9.0,8.0,3.0,,,1.0,8.0,,,6.0,5.0,1.0,1.0,,8.0,,10.0,10.0,8.0,1.0,5.0,3.0,8.0,1.0,,,9.0,6.0,5,7.0,10,1
10092,20050718,,11,1,6794.0,35086510,KDE,4 KIDS ENTERTAINMENT INC,KDE,533110.0,N,A,R,8035,1,7922.0,35086510.0,,,79.0,792.0,,,,,,,19.8,-0.013944,13329.0,1.0,20.04,263914.2,KDE,10.0,7.0,5.0,,7.0,1,10.0,10.0,10.0,9.0,6.0,2.0,9.0,,5.0,2.0,10.0,9.0,2.0,5.0,9.0,3.0,7.0,4.0,2.0,7.0,,,3.0,6.0,5.0,4.0,1.0,2.0,10.0,8.0,7.0,10.0,,3.0,3.0,5.0,4.0,5.0,3.0,5.0,7.0,,,1.0,3.0,5,3.0,10,1
10100,20050718,,11,3,8300.0,02514410,AMCE,AMERICAN CLAIMS EVALUATION INC,AMCE,621990.0,Q,A,R,8042,3,8300.0,2713510.0,,,83.0,830.0,,,,,,,1.896,-0.031665,4805.0,1.0,1.896,9110.28,AMCE,10.0,7.0,1.0,8.0,2.0,1,10.0,1.0,8.0,7.0,10.0,1.0,9.0,,1.0,,10.0,9.0,10.0,,9.0,2.0,1.0,1.0,1.0,6.0,,,,7.0,,,10.0,2.0,1.0,8.0,9.0,9.0,,1.0,1.0,1.0,2.0,1.0,10.0,2.0,3.0,,,5.0,1.0,5,10.0,10,1
10104,20050718,,11,3,7370.0,68389X10,ORCL,ORACLE CORP,ORCL,511210.0,Q,A,R,8045,1,7372.0,,,,73.0,737.0,,,,,,,13.9,-0.009972,5146714.0,1.0,13.96,71539324.6,ORCL,1.0,1.0,9.0,1.0,4.0,10,10.0,10.0,8.0,7.0,3.0,4.0,10.0,,4.0,1.0,,8.0,5.0,10.0,7.0,1.0,10.0,10.0,1.0,,,8.0,5.0,2.0,1.0,4.0,9.0,5.0,9.0,10.0,1.0,8.0,4.0,10.0,7.0,10.0,5.0,6.0,1.0,3.0,3.0,2.0,1.0,5.0,2.0,5,4.0,10,1
