,date,NAMEENDT,SHRCD,EXCHCD,SICCD,NCUSIP,TICKER,COMNAM,TSYMBOL,NAICS,PRIMEXCH,TRDSTAT,SECSTAT,PERMCO,HEXCD,HSICCD,CUSIP,DLSTCD,NEXTDT,HSICMG,HSICIG,DISTCD,DIVAMT,FACPR,ACPERM,NWPERM,DLPRC,PRC,RET,SHROUT,CFACPR,OPENPRC,MARKETCAP,TAQ_TICKER,pNYSE_size,pNYSE_value,pNYSE_prof,pNYSE_dur,pNYSE_valprof,pNYSE_fscore,pNYSE_debtiss,pNYSE_repurch,pNYSE_nissa,pNYSE_accruals,pNYSE_growth,pNYSE_aturnover,pNYSE_gmargins,pNYSE_divp,pNYSE_ep,pNYSE_cfp,pNYSE_noa,pNYSE_inv,pNYSE_invcap,pNYSE_igrowth,pNYSE_sgrowth,pNYSE_lev,pNYSE_roaa,pNYSE_roea,pNYSE_sp,pNYSE_gltnoa,pNYSE_divg,pNYSE_invaci,pNYSE_mom,pNYSE_indmom,pNYSE_valmom,pNYSE_valmomprof,pNYSE_shortint,pNYSE_mom12,pNYSE_momrev,pNYSE_lrrev,pNYSE_valuem,pNYSE_nissm,pNYSE_sue,pNYSE_roe,pNYSE_rome,pNYSE_roa,pNYSE_strev,pNYSE_ivol,pNYSE_betaarb,pNYSE_season,pNYSE_indrrev,pNYSE_indrrevlv,pNYSE_indmomrev,pNYSE_ciss,pNYSE_price,pNYSE_age,pNYSE_shvol,pNYSE_exchsw,pNYSE_ipo
10001,20081028,,11,3,4920.0,29274A20,EWST,ENERGY WEST INC,EWST,221210.0,Q,A,R,7953,2,4925.0,36720410.0,,,49.0,492.0,,,,,,,6.85,-0.074324,4349.0,1.0,7.27,29790.65,EWST,10.0,7.0,2.0,,4.0,10,1.0,10.0,3.0,9.0,10.0,7.0,1.0,,6.0,6.0,8.0,10.0,10.0,6.0,10.0,6.0,6.0,4.0,8.0,10.0,,,6.0,5.0,8.0,5.0,10.0,9.0,5.0,4.0,7.0,3.0,,2.0,2.0,2.0,7.0,2.0,10.0,1.0,6.0,,,2.0,2.0,5,10.0,10,1
10002,20081028,,11,3,6020.0,05978R10,BTFG,BANCTRUST FINANCIAL GROUP INC,BTFG,551111.0,Q,A,R,7954,3,6020.0,,,,60.0,602.0,,,,,,,10.09,0.154462,17547.0,1.0,9.47,177049.23,BTFG,10.0,,,,,1,1.0,1.0,1.0,,,,,7.0,3.0,2.0,,,,,,10.0,2.0,2.0,3.0,,3.0,,2.0,7.0,,,5.0,2.0,10.0,8.0,,1.0,,3.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,,,2.0,3.0,5,10.0,10,1
10025,20081028,,11,3,3070.0,00103110,AEPI,A E P INDUSTRIES INC,AEPI,326113.0,Q,A,R,7975,3,3081.0,103110.0,,,30.0,308.0,,,,,,,15.81,0.072592,6750.0,1.0,15.02,106717.5,AEPI,10.0,2.0,9.0,2.0,6.0,1,1.0,10.0,10.0,6.0,9.0,10.0,3.0,,10.0,10.0,4.0,4.0,8.0,10.0,9.0,6.0,8.0,10.0,10.0,7.0,,,1.0,6.0,1.0,2.0,6.0,1.0,9.0,1.0,2.0,7.0,,1.0,1.0,1.0,1.0,2.0,6.0,3.0,1.0,,,4.0,5.0,5,10.0,10,1
10026,20081028,,11,3,2052.0,46603210,JJSF,J & J SNACK FOODS CORP,JJSF,311821.0,Q,A,R,7976,3,2052.0,46603210.0,,,20.0,205.0,,,,,,,29.0,0.024011,18748.0,1.0,28.84,543692.0,JJSF,8.0,6.0,9.0,6.0,10.0,1,10.0,1.0,6.0,4.0,4.0,8.0,6.0,3.0,5.0,6.0,5.0,4.0,4.0,5.0,5.0,3.0,8.0,5.0,6.0,1.0,8.0,,10.0,8.0,9.0,10.0,7.0,7.0,7.0,4.0,4.0,5.0,,7.0,8.0,9.0,2.0,10.0,6.0,5.0,5.0,6.0,7.0,3.0,7.0,5,10.0,10,1
10028,20081028,,11,2,5094.0,23323G10,DGC,D G S E COMPANIES INC,DGC,448310.0,A,A,R,7978,2,5094.0,294020000000000.0,,,50.0,509.0,,,,,,,1.97,0.045093,9834.0,1.0,1.85,19372.98,DGC,10.0,4.0,6.0,1.0,4.0,1,1.0,1.0,5.0,1.0,1.0,9.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,7.0,3.0,,,,9.0,,,10.0,5.0,1.0,2.0,7.0,6.0,,4.0,5.0,5.0,8.0,2.0,10.0,10.0,9.0,,,1.0,1.0,5,10.0,10,1
10032,20081028,,11,3,3670.0,72913210,PLXS,PLEXUS CORP,PLXS,334412.0,Q,A,R,7980,3,3670.0,72913210.0,,,36.0,367.0,,,,,,,14.84,0.068395,39326.0,1.0,14.41,583597.84,PLXS,7.0,5.0,4.0,5.0,3.0,1,10.0,1.0,10.0,1.0,4.0,9.0,1.0,,5.0,4.0,8.0,3.0,3.0,3.0,7.0,3.0,8.0,6.0,7.0,4.0,,,7.0,5.0,7.0,5.0,4.0,7.0,1.0,5.0,6.0,10.0,,6.0,6.0,8.0,9.0,8.0,2.0,9.0,8.0,9.0,7.0,4.0,5.0,5,4.0,10,1
10044,20081028,,11,3,2060.0,77467840,RMCF,ROCKY MOUNTAIN CHOCOLATE FAC INC,RMCF,311330.0,Q,A,R,7992,3,2060.0,,,,20.0,206.0,,,,,,,6.19,-0.031299,5985.0,1.0,6.34,37047.15,RMCF,10.0,1.0,10.0,1.0,6.0,10,10.0,10.0,9.0,2.0,9.0,9.0,7.0,5.0,4.0,2.0,7.0,8.0,10.0,10.0,4.0,1.0,10.0,10.0,2.0,6.0,9.0,,1.0,8.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,9.0,,10.0,7.0,10.0,2.0,9.0,10.0,4.0,5.0,5.0,7.0,5.0,2.0,5,10.0,10,1
10051,20081028,,11,1,3842.0,41043F20,HGR,HANGER ORTHOPEDIC GROUP INC,HGR,339113.0,N,A,R,7999,1,4813.0,,,,48.0,481.0,,,,,,,13.55,0.10522,30789.0,1.0,12.4,417190.95,HGR,9.0,9.0,8.0,8.0,10.0,10,10.0,1.0,2.0,6.0,6.0,5.0,8.0,,8.0,8.0,2.0,7.0,1.0,2.0,6.0,9.0,4.0,5.0,9.0,8.0,,,10.0,10.0,10.0,10.0,5.0,10.0,8.0,10.0,4.0,1.0,,7.0,8.0,6.0,2.0,4.0,8.0,10.0,3.0,,,4.0,4.0,5,6.0,10,1
10078,20081028,,11,3,3571.0,86681020,JAVA,SUN MICROSYSTEMS INC,JAVA,334111.0,Q,A,R,8021,3,3571.0,86681020.0,,,35.0,357.0,,,,,,,4.68,0.054054,739000.0,1.0,4.58,3458520.0,JAVA,2.0,5.0,8.0,6.0,9.0,10,10.0,10.0,10.0,1.0,6.0,5.0,8.0,,3.0,4.0,10.0,9.0,2.0,2.0,6.0,5.0,4.0,3.0,6.0,7.0,,1.0,,5.0,,,7.0,1.0,8.0,6.0,8.0,10.0,,4.0,4.0,4.0,7.0,3.0,3.0,10.0,6.0,,,5.0,2.0,5,2.0,10,1
10092,20081028,,11,1,7922.0,35086510,KDE,4 KIDS ENTERTAINMENT INC,KDE,711110.0,N,A,R,8035,1,7922.0,35086510.0,,,79.0,792.0,,,,,,,4.8,0.006289,13152.0,1.0,4.76,63129.6,KDE,10.0,8.0,2.0,,4.0,1,10.0,10.0,6.0,10.0,10.0,2.0,6.0,,1.0,,,8.0,1.0,1.0,10.0,4.0,1.0,1.0,2.0,4.0,,,2.0,2.0,4.0,2.0,7.0,2.0,9.0,9.0,9.0,6.0,,1.0,1.0,1.0,9.0,2.0,8.0,5.0,8.0,,,7.0,2.0,5,10.0,10,1
10100,20081028,,11,3,8300.0,02514410,AMCE,AMERICAN CLAIMS EVALUATION INC,AMCE,624310.0,Q,A,R,8042,3,8300.0,2713510.0,,,83.0,830.0,,,,,,,-0.835,0.0,4762.0,1.0,,-3976.27,AMCE,10.0,10.0,1.0,10.0,6.0,1,10.0,1.0,6.0,6.0,9.0,1.0,9.0,,1.0,,10.0,9.0,1.0,1.0,10.0,7.0,1.0,1.0,1.0,6.0,,,,10.0,,,10.0,7.0,10.0,10.0,10.0,6.0,,2.0,1.0,1.0,10.0,1.0,10.0,6.0,10.0,,,1.0,1.0,5,10.0,10,1
10104,20081028,,11,3,7370.0,68389X10,ORCL,ORACLE CORP,ORCL,511210.0,Q,A,R,8045,1,7372.0,,,,73.0,737.0,,,,,,,17.62,0.117311,5154458.0,1.0,16.395,90821549.96,ORCL,1.0,1.0,8.0,1.0,3.0,10,1.0,10.0,4.0,4.0,3.0,3.0,10.0,,3.0,2.0,7.0,8.0,5.0,3.0,2.0,1.0,10.0,9.0,1.0,1.0,,6.0,8.0,7.0,4.0,6.0,9.0,7.0,2.0,5.0,2.0,4.0,8.0,8.0,4.0,8.0,5.0,9.0,5.0,8.0,5.0,6.0,7.0,5.0,5.0,5,8.0,10,1
10107,20081028,,11,3,7370.0,59491810,MSFT,MICROSOFT CORP,MSFT,511210.0,Q,A,R,8048,3,7370.0,59491810.0,,,73.0,737.0,,,,,,,23.1,0.090652,8895573.0,1.0,21.64,205487736.3,MSFT,1.0,1.0,10.0,1.0,5.0,10,10.0,10.0,8.0,6.0,10.0,5.0,10.0,3.0,4.0,2.0,10.0,7.0,1.0,3.0,3.0,1.0,10.0,10.0,1.0,6.0,1.0,1.0,5.0,7.0,1.0,5.0,9.0,6.0,5.0,8.0,1.0,8.0,9.0,10.0,6.0,10.0,3.0,8.0,8.0,8.0,4.0,4.0,5.0,9.0,6.0,5,7.0,10,1
10116,20081028,,11,3,2834.0,00509L70,ACUR,ACURA PHARMACEUTICALS INC,ACUR,325412.0,Q,A,R,8028,3,2834.0,,,,28.0,283.0,,,,,,,5.71,0.119608,42723.0,0.2,5.36,243948.33,ACUR,9.0,,,,,1,10.0,1.0,,,,1.0,1.0,,,,,,10.0,,,,1.0,1.0,,,,,3.0,10.0,,,,,,,1.0,,,10.0,8.0,10.0,6.0,2.0,9.0,,7.0,,,,2.0,5,10.0,10,1
10137,20081028,,11,1,4911.0,01736110,AYE,ALLEGHENY ENERGY INC,AYE,221121.0,N,A,R,20045,1,4911.0,1736110.0,,,49.0,491.0,,,,,,,30.41,0.10622,168861.0,1.0,28.0,5135063.01,AYE,2.0,4.0,2.0,,1.0,10,1.0,1.0,3.0,4.0,3.0,1.0,6.0,,4.0,3.0,4.0,3.0,8.0,1.0,6.0,4.0,5.0,5.0,2.0,6.0,,,3.0,5.0,2.0,1.0,8.0,5.0,4.0,1.0,6.0,3.0,,7.0,7.0,7.0,8.0,7.0,8.0,10.0,8.0,9.0,7.0,2.0,8.0,1,5.0,10,1
